Host,Port,Type,Country,Country code,City
36.66.19.10, 8080, https, Indonesia, ID, 
47.100.106.114, 53456, socks5, China, CN, 
47.100.106.114, 55651, socks5, China, CN, 
47.100.106.114, 50339, socks5, China, CN, 
1.85.5.66, 8060, https, China, CN, Xi'an
106.14.222.35, 63345, socks5, China, CN, 
112.250.107.37, 53281, https, China, CN, 
47.100.106.114, 50092, socks5, China, CN, 
106.14.222.35, 51732, socks5, China, CN, 
47.100.106.114, 63486, socks5, China, CN, 
47.100.106.114, 61190, socks5, China, CN, 
47.100.106.114, 55700, socks5, China, CN, 
47.100.106.114, 57034, socks5, China, CN, 
175.44.109.38, 9999, https, China, CN, Putian
47.100.106.114, 51679, socks5, China, CN, 
47.100.106.114, 52081, socks5, China, CN, 
47.100.106.114, 53142, socks5, China, CN, 
116.30.192.193, 8118, https, China, CN, Shenzhen
47.100.106.114, 60011, socks5, China, CN, 
36.249.48.16, 9999, https, China, CN, Quanzhou
47.100.106.114, 60285, socks5, China, CN, 
106.14.222.35, 52104, socks5, China, CN, 
47.100.106.114, 56905, socks5, China, CN, 
47.100.106.114, 60855, socks5, China, CN, 
47.100.106.114, 64325, socks5, China, CN, 
106.14.222.35, 49846, socks5, China, CN, 
106.14.222.35, 54928, socks5, China, CN, 
177.87.223.194, 49233, socks4, Brazil, BR, São Borja
47.100.106.114, 60750, socks5, China, CN, 
106.14.222.35, 63383, socks5, China, CN, 
182.253.60.170, 8083, https, Indonesia, ID, 
106.14.222.35, 57299, socks5, China, CN, 
27.208.86.240, 8060, https, China, CN, 
47.100.106.114, 60593, socks5, China, CN, 
47.100.106.114, 55431, socks5, China, CN, 
47.100.106.114, 56636, socks5, China, CN, 
47.100.106.114, 51201, socks5, China, CN, 
106.14.222.35, 64162, socks5, China, CN, 
47.100.106.114, 50769, socks5, China, CN, 
106.14.222.35, 56138, socks5, China, CN, 
47.100.106.114, 50307, socks5, China, CN, 
177.139.169.206, 63253, socks4, Brazil, BR, Itaquaquecetuba
106.14.222.35, 61955, socks5, China, CN, 
47.100.106.114, 55703, socks5, China, CN, 
106.14.222.35, 61001, socks5, China, CN, 
106.14.222.35, 60802, socks5, China, CN, 
106.14.222.35, 62638, socks5, China, CN, 
110.243.27.250, 9999, https, China, CN, 
47.100.106.114, 60402, socks5, China, CN, 
175.43.33.47, 9999, https, China, CN, 
106.14.222.35, 59787, socks5, China, CN, 
183.166.110.211, 9999, https, China, CN, 
106.14.222.35, 60372, socks5, China, CN, 
47.100.106.114, 54501, socks5, China, CN, 
106.14.222.35, 61703, socks5, China, CN, 
106.14.222.35, 59780, socks5, China, CN, 
175.44.109.249, 9999, https, China, CN, Putian
106.14.222.35, 63597, socks5, China, CN, 
47.100.106.114, 59797, socks5, China, CN, 
47.100.106.114, 57073, socks5, China, CN, 
47.100.106.114, 55603, socks5, China, CN, 
175.42.129.69, 9999, https, China, CN, 
47.100.106.114, 50569, socks5, China, CN, 
163.204.244.92, 9999, https, China, CN, 
163.204.243.214, 9999, https, China, CN, 
60.13.42.63, 9999, https, China, CN, 
179.108.73.243, 4145, socks4, Brazil, BR, Pedreiras
47.100.106.114, 62111, socks5, China, CN, 
200.142.120.234, 1080, socks4, Brazil, BR, Rio de Janeiro
183.166.97.160, 9999, https, China, CN, 
47.100.106.114, 55802, socks5, China, CN, 
47.100.106.114, 55627, socks5, China, CN, 
171.221.79.141, 8118, https, China, CN, Chengdu
47.100.106.114, 61026, socks5, China, CN, 
1.196.177.234, 9999, https, China, CN, Luoyang
183.166.96.246, 9999, https, China, CN, 
110.243.3.32, 9999, https, China, CN, 
106.14.222.35, 53018, socks5, China, CN, 
106.14.222.35, 54952, socks5, China, CN, 
182.138.187.139, 9999, https, China, CN, Chengdu
117.87.180.144, 8118, https, China, CN, Xuzhou
47.100.106.114, 55426, socks5, China, CN, 
200.9.67.16, 1080, socks4, Brazil, BR, 
106.14.222.35, 52578, socks5, China, CN, 
106.14.222.35, 53520, socks5, China, CN, 
221.230.160.129, 9999, https, China, CN, Jingjiang
122.192.29.47, 9999, https, China, CN, Xuzhou
47.100.106.114, 55380, socks5, China, CN, 
106.14.222.35, 52737, socks5, China, CN, 
47.100.106.114, 64912, socks5, China, CN, 
113.121.20.40, 9999, https, China, CN, 
47.100.106.114, 55569, socks5, China, CN, 
223.242.224.250, 9999, https, China, CN, Huainan
163.204.245.227, 9999, https, China, CN, 
47.100.106.114, 56427, socks5, China, CN, 
47.100.106.114, 52865, socks5, China, CN, 
36.248.129.31, 9999, https, China, CN, Ningde
106.14.222.35, 50387, socks5, China, CN, 
45.70.248.181, 45357, socks4, Brazil, BR, Pentecoste
47.100.106.114, 53481, socks5, China, CN, 
47.100.106.114, 56219, socks5, China, CN, 
47.100.106.114, 54250, socks5, China, CN, 
123.169.169.62, 9999, https, China, CN, 
222.190.125.2, 8118, https, China, CN, Nanjing
106.14.222.35, 63577, socks5, China, CN, 
106.14.222.35, 60694, socks5, China, CN, 
223.242.224.110, 9999, https, China, CN, Huainan
116.115.37.113, 9999, https, China, CN, 
177.21.33.193, 4145, socks4, Brazil, BR, Itajobi
177.72.82.8, 4145, socks4, Brazil, BR, Sao Gabriel
125.108.118.67, 9000, https, China, CN, Wenzhou
140.237.112.230, 9999, https, China, CN, Beijing
36.73.165.33, 8080, https, Indonesia, ID, Madiun
177.159.157.178, 4145, socks4, Brazil, BR, Brasília
125.108.127.95, 9000, https, China, CN, Wenzhou
106.14.222.35, 53804, socks5, China, CN, 
180.246.249.0, 8080, https, Indonesia, ID, Yogyakarta
106.14.222.35, 61085, socks5, China, CN, 
177.184.67.73, 4145, socks4, Brazil, BR, Pirai
163.204.240.123, 9999, https, China, CN, 
106.14.222.35, 55994, socks5, China, CN, 
106.14.222.35, 55496, socks5, China, CN, 
47.100.106.114, 57650, socks5, China, CN, 
39.137.69.10, 8080, https, China, CN, 
203.190.53.45, 53927, https, Indonesia, ID, Jakarta
47.100.106.114, 63984, socks5, China, CN, 
124.237.83.14, 53281, https, China, CN, 
118.99.95.21, 8080, https, Indonesia, ID, Bandung
223.199.12.14, 8118, https, China, CN, Haikou
183.166.96.17, 9999, https, China, CN, 
183.166.20.213, 9999, https, China, CN, Shanghai
106.14.222.35, 55239, socks5, China, CN, 
106.14.222.35, 59428, socks5, China, CN, 
47.100.106.114, 57081, socks5, China, CN, 
47.100.106.114, 53924, socks5, China, CN, 
47.100.106.114, 56751, socks5, China, CN, 
106.14.222.35, 54065, socks5, China, CN, 
106.14.242.17, 64036, socks5, China, CN, 
36.90.134.155, 8080, https, Indonesia, ID, Ampana
106.14.222.35, 51987, socks5, China, CN, 
106.14.222.35, 55314, socks5, China, CN, 
116.115.37.195, 9999, https, China, CN, 
36.248.129.216, 9999, https, China, CN, Ningde
106.14.222.35, 51626, socks5, China, CN, 
191.7.215.234, 4145, socks4, Brazil, BR, Ubajara
45.228.4.18, 4145, socks4, Brazil, BR, Ibimirim
47.100.106.114, 50001, socks5, China, CN, 
47.100.106.114, 59421, socks5, China, CN, 
106.14.222.35, 52353, socks5, China, CN, 
144.123.68.247, 9999, https, China, CN, 
47.100.106.114, 57653, socks5, China, CN, 
123.169.114.162, 9999, https, China, CN, Zibo
125.108.91.81, 9000, https, China, CN, Wenzhou
47.100.106.114, 51178, socks5, China, CN, 
47.100.106.114, 56865, socks5, China, CN, 
45.70.248.98, 45823, socks4, Brazil, BR, Pentecoste
112.95.27.121, 8088, https, China, CN, Shenzhen
106.14.222.35, 62854, socks5, China, CN, 
36.80.136.209, 8080, https, Indonesia, ID, Semarang
200.9.67.156, 1080, socks4, Brazil, BR, 
106.14.222.35, 57623, socks5, China, CN, 
47.100.106.114, 56213, socks5, China, CN, 
47.100.106.114, 51426, socks5, China, CN, 
47.100.106.114, 64591, socks5, China, CN, 
183.166.71.224, 9999, https, China, CN, 
47.100.106.114, 54529, socks5, China, CN, 
117.69.13.53, 9999, https, China, CN, 
47.100.106.114, 62426, socks5, China, CN, 
106.14.222.35, 57105, socks5, China, CN, 
106.14.222.35, 56334, socks5, China, CN, 
106.14.222.35, 62564, socks5, China, CN, 
106.14.222.35, 64074, socks5, China, CN, 
106.14.222.35, 56098, socks5, China, CN, 
106.14.222.35, 51377, socks5, China, CN, 
123.160.1.124, 9999, https, China, CN, 
47.100.106.114, 56838, socks5, China, CN, 
106.14.222.35, 49884, socks5, China, CN, 
47.100.106.114, 49662, socks5, China, CN, 
106.14.222.35, 53210, socks5, China, CN, 
106.14.222.35, 52756, socks5, China, CN, 
36.90.249.193, 80, https, Indonesia, ID, Sukabumi
106.14.222.35, 64056, socks5, China, CN, 
106.14.222.35, 59430, socks5, China, CN, 
171.11.28.148, 9999, https, China, CN, 
163.204.240.17, 9999, https, China, CN, 
47.100.106.114, 54559, socks5, China, CN, 
47.100.106.114, 52177, socks5, China, CN, 
47.100.106.114, 55759, socks5, China, CN, 
125.110.112.169, 9000, https, China, CN, Wenzhou
47.100.106.114, 55750, socks5, China, CN, 
182.46.111.180, 9999, https, China, CN, Weifang
106.14.222.35, 54463, socks5, China, CN, 
27.43.191.198, 9999, https, China, CN, Jieyang
47.100.106.114, 54180, socks5, China, CN, 
106.14.222.35, 58998, socks5, China, CN, 
125.160.161.140, 8080, https, Indonesia, ID, Jakarta
106.14.222.35, 58341, socks5, China, CN, 
177.126.81.33, 4145, socks4, Brazil, BR, Palmas
106.14.222.35, 58392, socks5, China, CN, 
47.100.106.114, 55240, socks5, China, CN, 
223.242.224.144, 9999, https, China, CN, Huainan
106.14.222.35, 54285, socks5, China, CN, 
47.100.106.114, 50393, socks5, China, CN, 
47.100.106.114, 63069, socks5, China, CN, 
47.100.106.114, 54293, socks5, China, CN, 
36.74.185.149, 8080, https, Indonesia, ID, Surabaya
106.14.222.35, 61275, socks5, China, CN, 
106.14.222.35, 51451, socks5, China, CN, 
47.100.106.114, 50479, socks5, China, CN, 
106.14.222.35, 59021, socks5, China, CN, 
106.14.222.35, 64576, socks5, China, CN, 
106.14.222.35, 58276, socks5, China, CN, 
106.14.222.35, 49526, socks5, China, CN, 
139.155.27.37, 1080, socks5, China, CN, 
47.100.106.114, 57269, socks5, China, CN, 
106.14.222.35, 59266, socks5, China, CN, 
106.14.222.35, 53666, socks5, China, CN, 
47.100.106.114, 57837, socks5, China, CN, 
47.100.106.114, 57945, socks5, China, CN, 
106.14.222.35, 55138, socks5, China, CN, 
120.236.251.38, 1081, socks5, China, CN, Guangzhou
118.97.53.99, 31439, https, Indonesia, ID, Jakarta
47.100.106.114, 55280, socks5, China, CN, 
106.14.222.35, 60997, socks5, China, CN, 
106.14.222.35, 53867, socks5, China, CN, 
119.134.110.49, 8118, https, China, CN, 
179.108.158.226, 4145, socks4, Brazil, BR, Medeiros Neto
47.100.106.114, 57539, socks5, China, CN, 
47.100.106.114, 51211, socks5, China, CN, 
47.100.106.114, 56408, socks5, China, CN, 
106.14.222.35, 60756, socks5, China, CN, 
1.197.204.74, 9999, https, China, CN, 
186.237.223.203, 4145, socks4, Brazil, BR, Brasília
106.14.222.35, 51590, socks5, China, CN, 
1.196.177.39, 9999, https, China, CN, Luoyang
47.100.106.114, 64415, socks5, China, CN, 
177.84.109.10, 4145, socks4, Brazil, BR, Riachao
106.14.222.35, 63465, socks5, China, CN, 
47.100.106.114, 59761, socks5, China, CN, 
106.14.222.35, 50683, socks5, China, CN, 
49.86.24.227, 9999, https, China, CN, Yangzhou
186.251.255.193, 31337, socks4, Brazil, BR, Coqueiros do Sul
182.35.86.33, 9999, https, China, CN, Tai'an
106.14.222.35, 60740, socks5, China, CN, 
47.100.106.114, 57634, socks5, China, CN, 
106.14.222.35, 60245, socks5, China, CN, 
180.250.204.91, 80, https, Indonesia, ID, Sidoarjo
106.14.222.35, 52320, socks5, China, CN, 
58.249.55.222, 9797, https, China, CN, Guangzhou
47.100.106.114, 54311, socks5, China, CN, 
106.14.222.35, 50993, socks5, China, CN, 
106.14.222.35, 50352, socks5, China, CN, 
106.14.222.35, 59071, socks5, China, CN, 
47.100.106.114, 54282, socks5, China, CN, 
106.14.222.35, 59191, socks5, China, CN, 
182.35.86.22, 9999, https, China, CN, Tai'an
47.100.106.114, 64377, socks5, China, CN, 
106.14.222.35, 64657, socks5, China, CN, 
106.14.222.35, 50391, socks5, China, CN, 
113.195.171.191, 9999, https, China, CN, 
47.100.106.114, 54113, socks5, China, CN, 
106.14.222.35, 57773, socks5, China, CN, 
47.100.106.114, 56718, socks5, China, CN, 
131.161.68.17, 38375, socks4, Brazil, BR, Rio de Janeiro
223.215.7.0, 9999, https, China, CN, Anqing
47.100.106.114, 56800, socks5, China, CN, 
47.100.106.114, 57284, socks5, China, CN, 
106.14.222.35, 64374, socks5, China, CN, 
106.14.222.35, 60366, socks5, China, CN, 
47.100.106.114, 54857, socks5, China, CN, 
123.149.141.116, 9999, https, China, CN, Kaifeng
125.110.97.4, 9000, https, China, CN, Wenzhou
138.59.213.79, 53753, socks4, Brazil, BR, Itapevi
47.100.106.114, 56344, socks5, China, CN, 
47.100.106.114, 60542, socks5, China, CN, 
36.248.129.161, 9999, https, China, CN, Ningde
201.65.121.66, 4145, socks4, Brazil, BR, 
47.100.106.114, 58560, socks5, China, CN, 
103.119.145.138, 8080, https, Indonesia, ID, Jakarta
106.14.222.35, 61439, socks5, China, CN, 
106.14.222.35, 60985, socks5, China, CN, 
36.106.15.121, 8118, https, China, CN, Tianjin
47.100.106.114, 54434, socks5, China, CN, 
125.110.92.184, 9000, https, China, CN, Wenzhou
47.100.106.114, 60873, socks5, China, CN, 
106.14.222.35, 55678, socks5, China, CN, 
177.20.180.26, 39357, socks4, Brazil, BR, Piracicaba
117.95.162.182, 9999, https, China, CN, 
122.4.50.200, 9999, https, China, CN, 
106.14.222.35, 64319, socks5, China, CN, 
1.198.73.143, 9999, https, China, CN, 
218.95.53.37, 9000, https, China, CN, 
103.111.55.58, 40923, https, Indonesia, ID, 
47.100.106.114, 50013, socks5, China, CN, 
47.100.106.114, 54896, socks5, China, CN, 
106.14.222.35, 61476, socks5, China, CN, 
202.107.233.123, 3009, socks5, China, CN, Yiwu
106.14.222.35, 55563, socks5, China, CN, 
47.100.106.114, 54154, socks5, China, CN, 
106.14.222.35, 63591, socks5, China, CN, 
47.100.106.114, 50355, socks5, China, CN, 
47.100.106.114, 49745, socks5, China, CN, 
177.86.64.205, 3629, socks4, Brazil, BR, Salto
123.169.122.140, 9999, https, China, CN, Zibo
106.14.242.17, 49662, socks5, China, CN, 
106.14.222.35, 55313, socks5, China, CN, 
106.14.222.35, 57054, socks5, China, CN, 
47.100.106.114, 60780, socks5, China, CN, 
47.100.106.114, 54115, socks5, China, CN, 
180.118.128.112, 9000, https, China, CN, 
47.100.106.114, 55660, socks5, China, CN, 
114.224.28.38, 9999, https, China, CN, Huzhou
47.100.106.114, 50315, socks5, China, CN, 
47.100.106.114, 64178, socks5, China, CN, 
140.255.187.110, 9999, https, China, CN, 
171.13.137.169, 9999, https, China, CN, Anyang
175.44.108.34, 9999, https, China, CN, Putian
106.14.222.35, 50068, socks5, China, CN, 
47.100.106.114, 56397, socks5, China, CN, 
106.14.222.35, 57568, socks5, China, CN, 
113.120.34.76, 9999, https, China, CN, 
47.100.106.114, 60727, socks5, China, CN, 
183.166.138.36, 9999, https, China, CN, 
113.116.177.136, 8118, https, China, CN, Shenzhen
106.14.222.35, 53123, socks5, China, CN, 
47.100.106.114, 56419, socks5, China, CN, 
123.163.97.36, 9999, https, China, CN, Tongxiang
163.204.242.94, 9999, https, China, CN, 
47.100.106.114, 49833, socks5, China, CN, 
47.100.106.114, 54376, socks5, China, CN, 
123.163.27.30, 9999, https, China, CN, Tongxiang
163.204.241.79, 9999, https, China, CN, 
106.14.222.35, 63112, socks5, China, CN, 
117.88.176.17, 3000, https, China, CN, Nanjing
125.108.83.138, 9000, https, China, CN, Wenzhou
106.14.222.35, 64848, socks5, China, CN, 
47.100.106.114, 54432, socks5, China, CN, 
106.14.222.35, 57139, socks5, China, CN, 
182.149.83.180, 9999, https, China, CN, Chengdu
103.111.55.58, 26606, https, Indonesia, ID, 
163.204.242.210, 9999, https, China, CN, 
179.189.237.17, 31337, socks4, Brazil, BR, São Paulo
106.14.222.35, 50248, socks5, China, CN, 
106.14.243.103, 55761, socks5, China, CN, 
47.100.106.114, 52354, socks5, China, CN, 
203.130.229.97, 3128, https, Indonesia, ID, Jakarta
106.14.222.35, 49895, socks5, China, CN, 
113.121.21.38, 9999, https, China, CN, 
163.204.246.143, 9999, https, China, CN, 
36.89.229.13, 33389, https, Indonesia, ID, Tangerang
106.14.222.35, 55627, socks5, China, CN, 
106.14.242.17, 51284, socks5, China, CN, 
47.100.106.114, 54623, socks5, China, CN, 
47.100.106.114, 55812, socks5, China, CN, 
106.14.222.35, 63127, socks5, China, CN, 
180.253.226.46, 53281, https, Indonesia, ID, Bandung
202.109.157.61, 9000, https, China, CN, 
218.108.70.86, 8213, https, China, CN, Hangzhou
47.100.106.114, 61210, socks5, China, CN, 
106.14.222.35, 49740, socks5, China, CN, 
163.204.246.91, 9999, https, China, CN, 
47.100.106.114, 49480, socks5, China, CN, 
47.100.106.114, 53676, socks5, China, CN, 
121.237.149.193, 3000, https, China, CN, Nanjing
47.100.106.114, 59280, socks5, China, CN, 
106.14.222.35, 51524, socks5, China, CN, 
187.102.71.12, 4145, socks4, Brazil, BR, Tabapua
117.95.162.86, 9999, https, China, CN, 
49.76.80.148, 9999, https, China, CN, Jiangyin
200.9.67.247, 1080, socks4, Brazil, BR, 
45.228.7.218, 4145, socks4, Brazil, BR, Tupanatinga
106.14.222.35, 52083, socks5, China, CN, 
139.255.48.164, 80, https, Indonesia, ID, Bekasi
175.42.68.220, 9999, https, China, CN, Putian
106.14.222.35, 61725, socks5, China, CN, 
47.100.106.114, 54793, socks5, China, CN, 
47.100.106.114, 58446, socks5, China, CN, 
47.100.106.114, 51867, socks5, China, CN, 
106.14.222.35, 62957, socks5, China, CN, 
187.44.58.3, 4145, socks4, Brazil, BR, Montes Claros
106.14.222.35, 59623, socks5, China, CN, 
106.14.222.35, 51048, socks5, China, CN, 
118.112.195.51, 9999, https, China, CN, Chengdu
106.14.222.35, 62233, socks5, China, CN, 
45.228.6.251, 4145, socks4, Brazil, BR, Tupanatinga
106.14.222.35, 58328, socks5, China, CN, 
106.14.222.35, 58306, socks5, China, CN, 
183.4.66.117, 9999, https, China, CN, 
118.112.195.235, 9999, https, China, CN, Chengdu
106.14.222.35, 49478, socks5, China, CN, 
36.249.49.39, 9999, https, China, CN, Quanzhou
47.100.106.114, 55993, socks5, China, CN, 
125.108.123.52, 9000, https, China, CN, Wenzhou
106.14.222.35, 51136, socks5, China, CN, 
222.89.32.188, 9999, https, China, CN, 
36.68.110.25, 3128, https, Indonesia, ID, Medan
163.204.245.232, 9999, https, China, CN, 
106.14.222.35, 49945, socks5, China, CN, 
47.100.106.114, 64659, socks5, China, CN, 
125.94.44.129, 1080, https, China, CN, Dongguan
177.52.249.187, 4145, socks4, Brazil, BR, Embu
163.204.245.244, 9999, https, China, CN, 
47.100.106.114, 58489, socks5, China, CN, 
47.100.106.114, 64832, socks5, China, CN, 
47.100.106.114, 58182, socks5, China, CN, 
201.20.88.136, 4145, socks4, Brazil, BR, Aiuaba
47.100.106.114, 51009, socks5, China, CN, 
47.100.106.114, 58226, socks5, China, CN, 
117.88.4.2, 3000, https, China, CN, Nanjing
106.14.222.35, 59566, socks5, China, CN, 
177.12.83.155, 4145, socks4, Brazil, BR, Montes Claros
47.100.106.114, 63009, socks5, China, CN, 
47.100.106.114, 55547, socks5, China, CN, 
47.100.106.114, 58585, socks5, China, CN, 
106.14.222.35, 51317, socks5, China, CN, 
47.100.106.114, 58305, socks5, China, CN, 
47.100.106.114, 56464, socks5, China, CN, 
106.14.222.35, 57028, socks5, China, CN, 
180.250.204.162, 8080, https, Indonesia, ID, Sidoarjo
112.85.148.234, 9999, https, China, CN, Nantong
47.100.106.114, 56745, socks5, China, CN, 
106.14.222.35, 59267, socks5, China, CN, 
106.14.222.35, 55600, socks5, China, CN, 
179.107.59.38, 4145, socks4, Brazil, BR, Morrinhos
106.14.222.35, 49293, socks5, China, CN, 
47.100.106.114, 55342, socks5, China, CN, 
106.14.222.35, 62422, socks5, China, CN, 
110.138.15.250, 8080, https, Indonesia, ID, Jakarta
47.100.106.114, 55949, socks5, China, CN, 
191.6.132.106, 4145, socks4, Brazil, BR, Itapira
222.66.202.6, 80, https, China, CN, Shanghai
183.166.97.246, 9999, https, China, CN, 
106.14.222.35, 63877, socks5, China, CN, 
49.65.161.88, 8118, https, China, CN, Nanjing
47.106.88.223, 1080, socks5, China, CN, 
180.118.128.192, 9000, https, China, CN, 
116.6.84.58, 1080, socks5, China, CN, Dongguan
47.100.106.114, 60810, socks5, China, CN, 
106.14.222.35, 53442, socks5, China, CN, 
60.182.37.31, 9999, https, China, CN, Tianjin
106.14.222.35, 57608, socks5, China, CN, 
123.149.136.211, 9999, https, China, CN, Kaifeng
47.100.106.114, 58240, socks5, China, CN, 
131.0.246.157, 39222, socks4, Brazil, BR, Feira de Santana
125.108.69.92, 9000, https, China, CN, Wenzhou
106.14.222.35, 63759, socks5, China, CN, 
106.14.222.35, 58437, socks5, China, CN, 
47.100.106.114, 61162, socks5, China, CN, 
47.100.106.114, 50845, socks5, China, CN, 
47.100.106.114, 58432, socks5, China, CN, 
183.167.217.152, 63000, https, China, CN, Hefei
125.108.85.139, 9000, https, China, CN, Wenzhou
47.100.106.114, 49681, socks5, China, CN, 
47.100.106.114, 57197, socks5, China, CN, 
106.14.222.35, 64306, socks5, China, CN, 
170.238.38.88, 52106, socks4, Brazil, BR, Recife
47.100.106.114, 63232, socks5, China, CN, 
119.252.162.19, 8080, https, Indonesia, ID, Jakarta
47.100.106.114, 51033, socks5, China, CN, 
45.228.6.254, 4145, socks4, Brazil, BR, Tupanatinga
175.42.128.237, 9999, https, China, CN, 
106.14.222.35, 51605, socks5, China, CN, 
112.111.217.41, 9999, https, China, CN, Fu'an
106.14.222.35, 54588, socks5, China, CN, 
106.14.222.35, 52475, socks5, China, CN, 
47.100.106.114, 55868, socks5, China, CN, 
123.101.212.214, 9999, https, China, CN, 
42.203.36.111, 9999, https, China, CN, Anshan
113.194.50.44, 9999, https, China, CN, 
139.255.87.11, 8080, https, Indonesia, ID, Jakarta
47.100.106.114, 50625, socks5, China, CN, 
101.255.125.10, 8080, https, Indonesia, ID, Jakarta
125.108.105.119, 9000, https, China, CN, Wenzhou
122.224.65.198, 3128, https, China, CN, Hangzhou
123.161.20.32, 9797, https, China, CN, 
183.166.20.130, 9999, https, China, CN, Shanghai
47.100.106.114, 60443, socks5, China, CN, 
106.14.222.35, 64068, socks5, China, CN, 
47.100.106.114, 54344, socks5, China, CN, 
106.14.222.35, 53168, socks5, China, CN, 
106.14.222.35, 63876, socks5, China, CN, 
123.169.163.75, 9999, https, China, CN, 
106.14.222.35, 49364, socks5, China, CN, 
47.100.106.114, 49279, socks5, China, CN, 
47.100.106.114, 51563, socks5, China, CN, 
106.14.222.35, 63202, socks5, China, CN, 
1.199.31.55, 9999, https, China, CN, Zhengzhou
47.100.106.114, 59313, socks5, China, CN, 
106.14.222.35, 57840, socks5, China, CN, 
125.108.70.103, 9000, https, China, CN, Wenzhou
1.198.72.100, 9999, https, China, CN, 
103.144.166.42, 8080, https, Indonesia, ID, 
114.226.89.208, 9999, https, China, CN, Changzhou
200.9.67.253, 1080, socks4, Brazil, BR, 
125.110.68.156, 9000, https, China, CN, Wenzhou
220.249.149.148, 9999, https, China, CN, Fuzhou
113.195.205.12, 9999, https, China, CN, 
47.100.106.114, 54342, socks5, China, CN, 
115.221.244.148, 9999, https, China, CN, Jinxiangzhen
60.216.20.214, 8001, https, China, CN, Jinan
47.100.106.114, 64118, socks5, China, CN, 
175.43.57.56, 9999, https, China, CN, 
123.149.141.229, 9999, https, China, CN, Kaifeng
106.14.222.35, 54711, socks5, China, CN, 
47.100.106.114, 57793, socks5, China, CN, 
45.70.248.143, 45357, socks4, Brazil, BR, Pentecoste
121.237.149.238, 3000, https, China, CN, Nanjing
106.14.222.35, 55719, socks5, China, CN, 
36.90.61.208, 8080, https, Indonesia, ID, Blitar
47.100.106.114, 57862, socks5, China, CN, 
183.147.253.143, 9999, https, China, CN, 
47.100.106.114, 62664, socks5, China, CN, 
47.100.106.114, 51442, socks5, China, CN, 
47.100.106.114, 53696, socks5, China, CN, 
106.14.222.35, 64748, socks5, China, CN, 
106.14.222.35, 53333, socks5, China, CN, 
47.100.106.114, 62136, socks5, China, CN, 
106.14.222.35, 49270, socks5, China, CN, 
106.14.222.35, 50002, socks5, China, CN, 
106.14.222.35, 51815, socks5, China, CN, 
47.100.106.114, 62138, socks5, China, CN, 
106.14.222.35, 64873, socks5, China, CN, 
47.100.106.114, 64855, socks5, China, CN, 
47.100.106.114, 50991, socks5, China, CN, 
106.14.222.35, 54058, socks5, China, CN, 
47.100.106.114, 56024, socks5, China, CN, 
45.70.248.137, 45357, socks4, Brazil, BR, Pentecoste
47.100.106.114, 61435, socks5, China, CN, 
47.100.106.114, 62778, socks5, China, CN, 
106.14.222.35, 62901, socks5, China, CN, 
47.100.106.114, 55596, socks5, China, CN, 
122.138.136.56, 9999, https, China, CN, 
140.255.189.113, 9999, https, China, CN, 
106.14.242.17, 51012, socks5, China, CN, 
47.100.106.114, 63844, socks5, China, CN, 
47.100.106.114, 49897, socks5, China, CN, 
106.14.222.35, 62106, socks5, China, CN, 
47.100.106.114, 51894, socks5, China, CN, 
182.149.83.249, 9999, https, China, CN, Chengdu
106.14.222.35, 63826, socks5, China, CN, 
47.100.106.114, 55346, socks5, China, CN, 
106.14.222.35, 49545, socks5, China, CN, 
60.182.34.184, 9999, https, China, CN, Hangzhou
103.15.242.212, 47424, https, Indonesia, ID, 
117.69.12.42, 9999, https, China, CN, 
201.182.89.3, 4145, socks4, Brazil, BR, Piraquara
47.112.222.34, 8000, https, China, CN, 
106.14.222.35, 53181, socks5, China, CN, 
144.123.68.212, 9999, https, China, CN, 
106.14.222.35, 58046, socks5, China, CN, 
163.204.241.77, 9999, https, China, CN, 
47.100.106.114, 55505, socks5, China, CN, 
106.14.222.35, 54009, socks5, China, CN, 
117.95.214.51, 9999, https, China, CN, 
47.100.106.114, 56438, socks5, China, CN, 
223.240.211.154, 9999, https, China, CN, 
106.14.222.35, 61951, socks5, China, CN, 
144.123.68.91, 9999, https, China, CN, 
183.166.110.78, 9999, https, China, CN, 
177.137.168.131, 4145, socks4, Brazil, BR, Crato
125.108.67.210, 9000, https, China, CN, Wenzhou
221.227.18.159, 9999, https, China, CN, Wuxi
47.100.106.114, 63722, socks5, China, CN, 
106.14.222.35, 64658, socks5, China, CN, 
106.14.222.35, 60345, socks5, China, CN, 
47.100.106.114, 52698, socks5, China, CN, 
47.100.106.114, 50612, socks5, China, CN, 
115.216.59.91, 9999, https, China, CN, Hangzhou
106.14.222.35, 53338, socks5, China, CN, 
106.14.222.35, 52407, socks5, China, CN, 
106.14.222.35, 54803, socks5, China, CN, 
47.100.106.114, 51193, socks5, China, CN, 
106.14.222.35, 61296, socks5, China, CN, 
47.100.106.114, 52827, socks5, China, CN, 
106.14.222.35, 52305, socks5, China, CN, 
58.22.177.50, 9999, https, China, CN, Fuzhou
175.42.128.208, 9999, https, China, CN, 
106.14.222.35, 57594, socks5, China, CN, 
106.14.222.35, 51918, socks5, China, CN, 
189.90.244.82, 4145, socks4, Brazil, BR, Joao Monlevade
47.100.106.114, 64692, socks5, China, CN, 
47.100.106.114, 57100, socks5, China, CN, 
123.169.164.43, 9999, https, China, CN, 
47.100.106.114, 58039, socks5, China, CN, 
47.100.106.114, 60175, socks5, China, CN, 
